dimension,key,maturity_year,companies
metro,sacramento_roseville_folsom_ca,2016,7
metro,sacramento_roseville_folsom_ca,2017,9
metro,sacramento_roseville_folsom_ca,2018,6
metro,sacramento_roseville_folsom_ca,2019,23
metro,sacramento_roseville_folsom_ca,2020,21
metro,sacramento_roseville_folsom_ca,2021,37
metro,sacramento_roseville_folsom_ca,2022,29
metro,sacramento_roseville_folsom_ca,2023,29
metro,sacramento_roseville_folsom_ca,2024,24
metro,sacramento_roseville_folsom_ca,2025,44
metro,sacramento_roseville_folsom_ca,2026,35
metro,sacramento_roseville_folsom_ca,2027,41
metro,sacramento_roseville_folsom_ca,2028,22
metro,sacramento_roseville_folsom_ca,2029,30
metro,sacramento_roseville_folsom_ca,2030,32
metro,sacramento_roseville_folsom_ca,2031,14
metro,sacramento_roseville_folsom_ca,2032,21
metro,sacramento_roseville_folsom_ca,2033,21
metro,sacramento_roseville_folsom_ca,2034,31
metro,sacramento_roseville_folsom_ca,2035,39
metro,sacramento_roseville_folsom_ca,2036,25
metro,sacramento_roseville_folsom_ca,2037,15
metro,sacramento_roseville_folsom_ca,2038,24
metro,sacramento_roseville_folsom_ca,2039,12
metro,sacramento_roseville_folsom_ca,2040,17
metro,sacramento_roseville_folsom_ca,2041,16
metro,sacramento_roseville_folsom_ca,2042,30
metro,sacramento_roseville_folsom_ca,2043,25
metro,sacramento_roseville_folsom_ca,2044,14
metro,sacramento_roseville_folsom_ca,2045,19
metro,sacramento_roseville_folsom_ca,2046,28
metro,sacramento_roseville_folsom_ca,2047,25
metro,sacramento_roseville_folsom_ca,2048,17
metro,sacramento_roseville_folsom_ca,2049,20
metro,sacramento_roseville_folsom_ca,2050,19
metro,sacramento_roseville_folsom_ca,2051,9
metro,salt_lake_city_ut,2006,1
metro,salt_lake_city_ut,2010,1
metro,salt_lake_city_ut,2013,3
metro,salt_lake_city_ut,2014,2
metro,salt_lake_city_ut,2015,6
metro,salt_lake_city_ut,2016,10
metro,salt_lake_city_ut,2017,11
metro,salt_lake_city_ut,2018,5
metro,salt_lake_city_ut,2019,6
metro,salt_lake_city_ut,2020,19
metro,salt_lake_city_ut,2021,6
metro,salt_lake_city_ut,2022,20
metro,salt_lake_city_ut,2023,16
metro,salt_lake_city_ut,2024,16
metro,salt_lake_city_ut,2025,29
metro,salt_lake_city_ut,2026,31
metro,salt_lake_city_ut,2027,18
metro,salt_lake_city_ut,2028,24
metro,salt_lake_city_ut,2029,19
metro,salt_lake_city_ut,2030,19
metro,salt_lake_city_ut,2031,28
metro,salt_lake_city_ut,2032,23
metro,salt_lake_city_ut,2033,17
metro,salt_lake_city_ut,2034,35
metro,salt_lake_city_ut,2035,24
metro,salt_lake_city_ut,2036,15
metro,salt_lake_city_ut,2037,17
metro,salt_lake_city_ut,2038,9
metro,salt_lake_city_ut,2039,6
metro,salt_lake_city_ut,2040,13
metro,salt_lake_city_ut,2041,6
metro,salt_lake_city_ut,2042,9
metro,salt_lake_city_ut,2043,26
metro,salt_lake_city_ut,2044,19
metro,salt_lake_city_ut,2045,22
metro,salt_lake_city_ut,2046,29
metro,salt_lake_city_ut,2047,19
metro,salt_lake_city_ut,2048,15
metro,salt_lake_city_ut,2049,18
metro,salt_lake_city_ut,2050,11
metro,salt_lake_city_ut,2051,5
metro,san_antonio,2010,1
metro,san_antonio,2013,1
metro,san_antonio,2014,1
metro,san_antonio,2015,2
metro,san_antonio,2016,4
metro,san_antonio,2017,3
metro,san_antonio,2018,4
metro,san_antonio,2019,2
metro,san_antonio,2020,8
metro,san_antonio,2021,8
metro,san_antonio,2022,6
metro,san_antonio,2023,16
metro,san_antonio,2024,13
metro,san_antonio,2025,13
metro,san_antonio,2026,11
metro,san_antonio,2027,10
metro,san_antonio,2028,18
metro,san_antonio,2029,10
metro,san_antonio,2030,15
metro,san_antonio,2031,15
metro,san_antonio,2032,9
metro,san_antonio,2033,16
metro,san_antonio,2034,20
metro,san_antonio,2035,22
metro,san_antonio,2036,10
metro,san_antonio,2037,10
metro,san_antonio,2038,7
metro,san_antonio,2039,8
metro,san_antonio,2040,8
metro,san_antonio,2041,9
metro,san_antonio,2042,9
metro,san_antonio,2043,14
metro,san_antonio,2044,9
metro,san_antonio,2045,13
metro,san_antonio,2046,12
metro,san_antonio,2047,13
metro,san_antonio,2048,6
metro,san_antonio,2049,7
metro,san_antonio,2050,7
metro,san_antonio,2051,2
metro,san_diego_chula_vista_carlsbad_ca,2007,2
metro,san_diego_chula_vista_carlsbad_ca,2010,1
metro,san_diego_chula_vista_carlsbad_ca,2012,2
metro,san_diego_chula_vista_carlsbad_ca,2013,1
metro,san_diego_chula_vista_carlsbad_ca,2014,6
metro,san_diego_chula_vista_carlsbad_ca,2015,5
metro,san_diego_chula_vista_carlsbad_ca,2016,11
metro,san_diego_chula_vista_carlsbad_ca,2017,10
metro,san_diego_chula_vista_carlsbad_ca,2018,11
metro,san_diego_chula_vista_carlsbad_ca,2019,27
metro,san_diego_chula_vista_carlsbad_ca,2020,19
metro,san_diego_chula_vista_carlsbad_ca,2021,22
metro,san_diego_chula_vista_carlsbad_ca,2022,22
metro,san_diego_chula_vista_carlsbad_ca,2023,27
metro,san_diego_chula_vista_carlsbad_ca,2024,44
metro,san_diego_chula_vista_carlsbad_ca,2025,38
metro,san_diego_chula_vista_carlsbad_ca,2026,48
metro,san_diego_chula_vista_carlsbad_ca,2027,53
metro,san_diego_chula_vista_carlsbad_ca,2028,28
metro,san_diego_chula_vista_carlsbad_ca,2029,39
metro,san_diego_chula_vista_carlsbad_ca,2030,30
metro,san_diego_chula_vista_carlsbad_ca,2031,40
metro,san_diego_chula_vista_carlsbad_ca,2032,31
metro,san_diego_chula_vista_carlsbad_ca,2033,32
metro,san_diego_chula_vista_carlsbad_ca,2034,50
metro,san_diego_chula_vista_carlsbad_ca,2035,47
metro,san_diego_chula_vista_carlsbad_ca,2036,23
metro,san_diego_chula_vista_carlsbad_ca,2037,28
metro,san_diego_chula_vista_carlsbad_ca,2038,23
metro,san_diego_chula_vista_carlsbad_ca,2039,21
metro,san_diego_chula_vista_carlsbad_ca,2040,22
metro,san_diego_chula_vista_carlsbad_ca,2041,29
metro,san_diego_chula_vista_carlsbad_ca,2042,22
metro,san_diego_chula_vista_carlsbad_ca,2043,19
metro,san_diego_chula_vista_carlsbad_ca,2044,18
metro,san_diego_chula_vista_carlsbad_ca,2045,28
metro,san_diego_chula_vista_carlsbad_ca,2046,48
metro,san_diego_chula_vista_carlsbad_ca,2047,29
metro,san_diego_chula_vista_carlsbad_ca,2048,15
metro,san_diego_chula_vista_carlsbad_ca,2049,30
metro,san_diego_chula_vista_carlsbad_ca,2050,20
metro,san_diego_chula_vista_carlsbad_ca,2051,5
metro,san_francisco_oakland_berkeley_ca,2010,1
metro,san_francisco_oakland_berkeley_ca,2011,1
metro,san_francisco_oakland_berkeley_ca,2013,1
metro,san_francisco_oakland_berkeley_ca,2014,6
metro,san_francisco_oakland_berkeley_ca,2015,11
metro,san_francisco_oakland_berkeley_ca,2016,15
metro,san_francisco_oakland_berkeley_ca,2017,13
metro,san_francisco_oakland_berkeley_ca,2018,12
metro,san_francisco_oakland_berkeley_ca,2019,10
metro,san_francisco_oakland_berkeley_ca,2020,25
metro,san_francisco_oakland_berkeley_ca,2021,34
metro,san_francisco_oakland_berkeley_ca,2022,41
metro,san_francisco_oakland_berkeley_ca,2023,37
metro,san_francisco_oakland_berkeley_ca,2024,40
metro,san_francisco_oakland_berkeley_ca,2025,59
metro,san_francisco_oakland_berkeley_ca,2026,67
metro,san_francisco_oakland_berkeley_ca,2027,59
metro,san_francisco_oakland_berkeley_ca,2028,40
metro,san_francisco_oakland_berkeley_ca,2029,48
metro,san_francisco_oakland_berkeley_ca,2030,38
metro,san_francisco_oakland_berkeley_ca,2031,44
metro,san_francisco_oakland_berkeley_ca,2032,41
metro,san_francisco_oakland_berkeley_ca,2033,34
metro,san_francisco_oakland_berkeley_ca,2034,44
metro,san_francisco_oakland_berkeley_ca,2035,58
metro,san_francisco_oakland_berkeley_ca,2036,42
metro,san_francisco_oakland_berkeley_ca,2037,38
metro,san_francisco_oakland_berkeley_ca,2038,34
metro,san_francisco_oakland_berkeley_ca,2039,23
metro,san_francisco_oakland_berkeley_ca,2040,25
metro,san_francisco_oakland_berkeley_ca,2041,28
metro,san_francisco_oakland_berkeley_ca,2042,19
metro,san_francisco_oakland_berkeley_ca,2043,25
metro,san_francisco_oakland_berkeley_ca,2044,26
metro,san_francisco_oakland_berkeley_ca,2045,40
metro,san_francisco_oakland_berkeley_ca,2046,51
metro,san_francisco_oakland_berkeley_ca,2047,49
metro,san_francisco_oakland_berkeley_ca,2048,30
metro,san_francisco_oakland_berkeley_ca,2049,22
metro,san_francisco_oakland_berkeley_ca,2050,39
metro,san_francisco_oakland_berkeley_ca,2051,15
metro,san_jose_sunnyvale_santa_clara_ca,2007,1
metro,san_jose_sunnyvale_santa_clara_ca,2012,1
metro,san_jose_sunnyvale_santa_clara_ca,2013,2
metro,san_jose_sunnyvale_santa_clara_ca,2014,3
metro,san_jose_sunnyvale_santa_clara_ca,2015,5
metro,san_jose_sunnyvale_santa_clara_ca,2016,4
metro,san_jose_sunnyvale_santa_clara_ca,2017,6
metro,san_jose_sunnyvale_santa_clara_ca,2018,8
metro,san_jose_sunnyvale_santa_clara_ca,2019,10
metro,san_jose_sunnyvale_santa_clara_ca,2020,11
metro,san_jose_sunnyvale_santa_clara_ca,2021,10
metro,san_jose_sunnyvale_santa_clara_ca,2022,18
metro,san_jose_sunnyvale_santa_clara_ca,2023,23
metro,san_jose_sunnyvale_santa_clara_ca,2024,39
metro,san_jose_sunnyvale_santa_clara_ca,2025,29
metro,san_jose_sunnyvale_santa_clara_ca,2026,33
metro,san_jose_sunnyvale_santa_clara_ca,2027,38
metro,san_jose_sunnyvale_santa_clara_ca,2028,18
metro,san_jose_sunnyvale_santa_clara_ca,2029,27
metro,san_jose_sunnyvale_santa_clara_ca,2030,28
metro,san_jose_sunnyvale_santa_clara_ca,2031,28
metro,san_jose_sunnyvale_santa_clara_ca,2032,26
metro,san_jose_sunnyvale_santa_clara_ca,2033,23
metro,san_jose_sunnyvale_santa_clara_ca,2034,28
metro,san_jose_sunnyvale_santa_clara_ca,2035,37
metro,san_jose_sunnyvale_santa_clara_ca,2036,24
metro,san_jose_sunnyvale_santa_clara_ca,2037,22
metro,san_jose_sunnyvale_santa_clara_ca,2038,15
metro,san_jose_sunnyvale_santa_clara_ca,2039,12
metro,san_jose_sunnyvale_santa_clara_ca,2040,11
metro,san_jose_sunnyvale_santa_clara_ca,2041,15
metro,san_jose_sunnyvale_santa_clara_ca,2042,12
metro,san_jose_sunnyvale_santa_clara_ca,2043,15
metro,san_jose_sunnyvale_santa_clara_ca,2044,12
metro,san_jose_sunnyvale_santa_clara_ca,2045,24
metro,san_jose_sunnyvale_santa_clara_ca,2046,30
metro,san_jose_sunnyvale_santa_clara_ca,2047,21
metro,san_jose_sunnyvale_santa_clara_ca,2048,14
metro,san_jose_sunnyvale_santa_clara_ca,2049,12
metro,san_jose_sunnyvale_santa_clara_ca,2050,9
metro,san_jose_sunnyvale_santa_clara_ca,2051,5
metro,seattle_tacoma_bellevue_wa,2005,1
metro,seattle_tacoma_bellevue_wa,2011,2
metro,seattle_tacoma_bellevue_wa,2012,4
metro,seattle_tacoma_bellevue_wa,2013,3
metro,seattle_tacoma_bellevue_wa,2014,2
metro,seattle_tacoma_bellevue_wa,2015,6
metro,seattle_tacoma_bellevue_wa,2016,8
metro,seattle_tacoma_bellevue_wa,2017,9
metro,seattle_tacoma_bellevue_wa,2018,11
metro,seattle_tacoma_bellevue_wa,2019,15
metro,seattle_tacoma_bellevue_wa,2020,28
metro,seattle_tacoma_bellevue_wa,2021,23
metro,seattle_tacoma_bellevue_wa,2022,17
metro,seattle_tacoma_bellevue_wa,2023,25
metro,seattle_tacoma_bellevue_wa,2024,27
metro,seattle_tacoma_bellevue_wa,2025,30
metro,seattle_tacoma_bellevue_wa,2026,36
metro,seattle_tacoma_bellevue_wa,2027,45
metro,seattle_tacoma_bellevue_wa,2028,37
metro,seattle_tacoma_bellevue_wa,2029,37
metro,seattle_tacoma_bellevue_wa,2030,30
metro,seattle_tacoma_bellevue_wa,2031,28
metro,seattle_tacoma_bellevue_wa,2032,40
metro,seattle_tacoma_bellevue_wa,2033,30
metro,seattle_tacoma_bellevue_wa,2034,40
metro,seattle_tacoma_bellevue_wa,2035,55
metro,seattle_tacoma_bellevue_wa,2036,27
metro,seattle_tacoma_bellevue_wa,2037,20
metro,seattle_tacoma_bellevue_wa,2038,14
metro,seattle_tacoma_bellevue_wa,2039,14
metro,seattle_tacoma_bellevue_wa,2040,9
metro,seattle_tacoma_bellevue_wa,2041,18
metro,seattle_tacoma_bellevue_wa,2042,13
metro,seattle_tacoma_bellevue_wa,2043,15
metro,seattle_tacoma_bellevue_wa,2044,25
metro,seattle_tacoma_bellevue_wa,2045,29
metro,seattle_tacoma_bellevue_wa,2046,34
metro,seattle_tacoma_bellevue_wa,2047,14
metro,seattle_tacoma_bellevue_wa,2048,12
metro,seattle_tacoma_bellevue_wa,2049,12
metro,seattle_tacoma_bellevue_wa,2050,13
metro,seattle_tacoma_bellevue_wa,2051,4
metro,st_louis_mo_il,2011,5
metro,st_louis_mo_il,2012,4
metro,st_louis_mo_il,2013,3
metro,st_louis_mo_il,2014,8
metro,st_louis_mo_il,2015,10
metro,st_louis_mo_il,2016,7
metro,st_louis_mo_il,2017,11
metro,st_louis_mo_il,2018,4
metro,st_louis_mo_il,2019,11
metro,st_louis_mo_il,2020,19
metro,st_louis_mo_il,2021,13
metro,st_louis_mo_il,2022,21
metro,st_louis_mo_il,2023,15
metro,st_louis_mo_il,2024,15
metro,st_louis_mo_il,2025,23
metro,st_louis_mo_il,2026,32
metro,st_louis_mo_il,2027,20
metro,st_louis_mo_il,2028,25
metro,st_louis_mo_il,2029,23
metro,st_louis_mo_il,2030,28
metro,st_louis_mo_il,2031,22
metro,st_louis_mo_il,2032,31
metro,st_louis_mo_il,2033,18
metro,st_louis_mo_il,2034,26
metro,st_louis_mo_il,2035,17
metro,st_louis_mo_il,2036,23
metro,st_louis_mo_il,2037,10
metro,st_louis_mo_il,2038,9
metro,st_louis_mo_il,2039,9
metro,st_louis_mo_il,2040,13
metro,st_louis_mo_il,2041,14
metro,st_louis_mo_il,2042,16
metro,st_louis_mo_il,2043,7
metro,st_louis_mo_il,2044,9
metro,st_louis_mo_il,2045,7
metro,st_louis_mo_il,2046,15
metro,st_louis_mo_il,2047,12
metro,st_louis_mo_il,2048,10
metro,st_louis_mo_il,2049,9
metro,st_louis_mo_il,2050,12
metro,st_louis_mo_il,2051,6
metro,tampa_st_petersburg_clearwater_fl,2011,1
metro,tampa_st_petersburg_clearwater_fl,2012,1
metro,tampa_st_petersburg_clearwater_fl,2015,1
metro,tampa_st_petersburg_clearwater_fl,2016,2
metro,tampa_st_petersburg_clearwater_fl,2017,2
metro,tampa_st_petersburg_clearwater_fl,2018,5
metro,tampa_st_petersburg_clearwater_fl,2019,8
metro,tampa_st_petersburg_clearwater_fl,2020,8
metro,tampa_st_petersburg_clearwater_fl,2021,5
metro,tampa_st_petersburg_clearwater_fl,2022,13
metro,tampa_st_petersburg_clearwater_fl,2023,14
metro,tampa_st_petersburg_clearwater_fl,2024,9
metro,tampa_st_petersburg_clearwater_fl,2025,24
metro,tampa_st_petersburg_clearwater_fl,2026,18
metro,tampa_st_petersburg_clearwater_fl,2027,23
metro,tampa_st_petersburg_clearwater_fl,2028,18
metro,tampa_st_petersburg_clearwater_fl,2029,33
metro,tampa_st_petersburg_clearwater_fl,2030,33
metro,tampa_st_petersburg_clearwater_fl,2031,29
metro,tampa_st_petersburg_clearwater_fl,2032,23
metro,tampa_st_petersburg_clearwater_fl,2033,39
metro,tampa_st_petersburg_clearwater_fl,2034,45
metro,tampa_st_petersburg_clearwater_fl,2035,45
metro,tampa_st_petersburg_clearwater_fl,2036,35
metro,tampa_st_petersburg_clearwater_fl,2037,22
metro,tampa_st_petersburg_clearwater_fl,2038,19
metro,tampa_st_petersburg_clearwater_fl,2039,7
metro,tampa_st_petersburg_clearwater_fl,2040,18
metro,tampa_st_petersburg_clearwater_fl,2041,18
metro,tampa_st_petersburg_clearwater_fl,2042,17
metro,tampa_st_petersburg_clearwater_fl,2043,12
metro,tampa_st_petersburg_clearwater_fl,2044,25
metro,tampa_st_petersburg_clearwater_fl,2045,16
metro,tampa_st_petersburg_clearwater_fl,2046,23
metro,tampa_st_petersburg_clearwater_fl,2047,19
metro,tampa_st_petersburg_clearwater_fl,2048,27
metro,tampa_st_petersburg_clearwater_fl,2049,17
metro,tampa_st_petersburg_clearwater_fl,2050,31
metro,tampa_st_petersburg_clearwater_fl,2051,6
metro,washington_arlington_alexandria_dc_va_md_wv,1997,1
metro,washington_arlington_alexandria_dc_va_md_wv,2006,1
metro,washington_arlington_alexandria_dc_va_md_wv,2011,3
metro,washington_arlington_alexandria_dc_va_md_wv,2012,4
metro,washington_arlington_alexandria_dc_va_md_wv,2013,1
metro,washington_arlington_alexandria_dc_va_md_wv,2014,6
metro,washington_arlington_alexandria_dc_va_md_wv,2015,9
metro,washington_arlington_alexandria_dc_va_md_wv,2016,12
metro,washington_arlington_alexandria_dc_va_md_wv,2017,17
metro,washington_arlington_alexandria_dc_va_md_wv,2018,14
metro,washington_arlington_alexandria_dc_va_md_wv,2019,13
metro,washington_arlington_alexandria_dc_va_md_wv,2020,22
metro,washington_arlington_alexandria_dc_va_md_wv,2021,25
metro,washington_arlington_alexandria_dc_va_md_wv,2022,28
metro,washington_arlington_alexandria_dc_va_md_wv,2023,21
metro,washington_arlington_alexandria_dc_va_md_wv,2024,27
metro,washington_arlington_alexandria_dc_va_md_wv,2025,43
metro,washington_arlington_alexandria_dc_va_md_wv,2026,42
metro,washington_arlington_alexandria_dc_va_md_wv,2027,48
metro,washington_arlington_alexandria_dc_va_md_wv,2028,25
metro,washington_arlington_alexandria_dc_va_md_wv,2029,29
metro,washington_arlington_alexandria_dc_va_md_wv,2030,36
metro,washington_arlington_alexandria_dc_va_md_wv,2031,29
metro,washington_arlington_alexandria_dc_va_md_wv,2032,32
metro,washington_arlington_alexandria_dc_va_md_wv,2033,23
metro,washington_arlington_alexandria_dc_va_md_wv,2034,39
metro,washington_arlington_alexandria_dc_va_md_wv,2035,54
metro,washington_arlington_alexandria_dc_va_md_wv,2036,40
metro,washington_arlington_alexandria_dc_va_md_wv,2037,23
metro,washington_arlington_alexandria_dc_va_md_wv,2038,23
metro,washington_arlington_alexandria_dc_va_md_wv,2039,20
metro,washington_arlington_alexandria_dc_va_md_wv,2040,18
metro,washington_arlington_alexandria_dc_va_md_wv,2041,17
metro,washington_arlington_alexandria_dc_va_md_wv,2042,16
metro,washington_arlington_alexandria_dc_va_md_wv,2043,13
metro,washington_arlington_alexandria_dc_va_md_wv,2044,24
metro,washington_arlington_alexandria_dc_va_md_wv,2045,12
metro,washington_arlington_alexandria_dc_va_md_wv,2046,12
metro,washington_arlington_alexandria_dc_va_md_wv,2047,15
metro,washington_arlington_alexandria_dc_va_md_wv,2048,12
metro,washington_arlington_alexandria_dc_va_md_wv,2049,24
metro,washington_arlington_alexandria_dc_va_md_wv,2050,18
metro,washington_arlington_alexandria_dc_va_md_wv,2051,4
